measure,location,sex,age,cause,rei,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),East Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,2019,3.1992364191622005,5.282484222555031,1.63838488572551
DALYs (Disability-Adjusted Life Years),Tropical Latin America,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,2019,2774.3514021758274,4214.46160065441,1640.2030874501618
DALYs (Disability-Adjusted Life Years),Tropical Latin America,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,2019,0.00844380274871357,0.012663749509573888,0.0050412938488386405
DALYs (Disability-Adjusted Life Years),Tropical Latin America,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,2019,1.2407916402923285,1.8848617079739385,0.7335589419904526
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,26628.67956191221,37676.17004491654,16602.699123444265
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.011899080176156518,0.016677610316200367,0.0076564689565405296
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,2.3146689197026062,3.274959977404762,1.4431715081801266
DALYs (Disability-Adjusted Life Years),High SDI,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,232323.86509594068,432300.3097839481,70647.15602756069
DALYs (Disability-Adjusted Life Years),High SDI,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.2081398314745548,0.3882829694325985,0.06305190933215492
DALYs (Disability-Adjusted Life Years),High SDI,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,28.262814030215832,52.590478621655464,8.594413801380409
DALYs (Disability-Adjusted Life Years),High SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,119145.1919976064,275860.87222334224,26528.713407641495
DALYs (Disability-Adjusted Life Years),High SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.10678551631015701,0.2485898655520791,0.02376614547608376
DALYs (Disability-Adjusted Life Years),High SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,14.4943284351443,33.559206354636764,3.227288308032572
DALYs (Disability-Adjusted Life Years),High SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,17928.26977380748,26755.013855905458,10129.909093801125
DALYs (Disability-Adjusted Life Years),High SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.016061594824007864,0.02392379495910756,0.009136153758967125
DALYs (Disability-Adjusted Life Years),High SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,2.1810215420245886,3.2548183574383778,1.2323302935015445
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,99906.21457362214,138505.99092389512,71002.38260443622
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.11574769803216907,0.14945154851644846,0.08313631299269103
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,8.844012903738353,12.26098672844136,6.285354626133494
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,59061.66255688646,144513.08759087697,14438.034129426995
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.06848250029790783,0.16338852604875742,0.01632186678103782
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,5.2283244640844995,12.792753852874258,1.278100273243469
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,195272.70265114759,301896.4828336476,89117.0334296315
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.22616456446410912,0.33739953625438607,0.10507349788028379
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,17.286154914036548,26.724827891526854,7.8889205937609015
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,123349.27661016394,168271.97989192177,87297.4558557105
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.14290070637682772,0.18118821801156743,0.10443142010377558
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,10.919266620828504,14.895965860112575,7.727845853698044
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,57701.329482249406,81195.2746075883,38377.28291944393
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.016349747838341023,0.023766364491798413,0.010932601215068687
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,3.36106768375157,4.729575834831534,2.2354536120422424
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Smoking,Number,2019,163427.85026003566,216677.19275718712,118925.73297275946
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Smoking,Percent,2019,0.2027587880907246,0.2480034906321295,0.1597142032820524
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Smoking,Rate,2019,14.479598926607142,19.19745528485626,10.536740908960187
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Alcohol use,Number,2019,114199.24797104714,162080.05567830233,76590.04592609075
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Alcohol use,Percent,2019,0.14142612799224366,0.18384761129463523,0.10187097904304984
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Alcohol use,Rate,2019,10.117977478807198,14.360185222346223,6.785827170923803
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,High body-mass index,Number,2019,119207.43644764282,239877.74319467068,35642.74487966259
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,High body-mass index,Percent,2019,0.14820266501515786,0.28646538683267053,0.04559045415320525
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,High body-mass index,Rate,2019,10.561699649628023,21.253008635627047,3.157923509852957
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,2019,130946.9854299608,221230.8698955527,49730.256214019704
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,2019,0.16307045540901097,0.2739861201210164,0.06337692850327988
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,2019,11.601815887911517,19.600908053156655,4.406067652182195
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,2019,67253.40894970938,96333.52436653533,46207.45231389704
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,2019,0.0839139602809529,0.12470198082390335,0.05768249899706451
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,2019,5.9586073395044545,8.535086240163736,4.093949567720449
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Smoking,Number,1990,95608.53519561086,119737.70456282081,71716.6087967886
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.22929409349756413,0.2773188653073371,0.1832203919259639
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,18.10286308191074,22.67156658145867,13.579080017186806
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,53980.675803343904,72985.93857172449,35124.513532743884
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.12936854492745858,0.17000680938632423,0.09019857901534069
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,10.220894830546548,13.819419470923274,6.650601413368107
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,34313.43180220583,78611.2582672475,8340.899530704182
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.08226610312237942,0.18848775529280595,0.0199927900770119
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,6.497028288477866,14.884537684811606,1.579295842943144
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,69633.897130863,118521.48902567221,27137.27190783143
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.167320547494966,0.27681793559166806,0.06558904687790172
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,13.184731917927557,22.44128396807015,5.138268427174984
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,35432.73587326214,49432.081576502984,24464.6941855144
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.08537714335210243,0.12851670360800005,0.05930325540006847
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,6.708961337173785,9.359647680015472,4.632232972454503
Deaths,Global,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,65669.16992284737,84125.26906738224,47317.699534935105
Deaths,Global,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.20574283314449432,0.25752064765774435,0.15625372876752147
Deaths,Global,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,1.2274960664944545,1.5724797038598228,0.8844681625021061
Deaths,Global,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,35282.916043701836,75926.72716885203,10181.629723465814
Deaths,Global,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.11086800560114679,0.24118251858662612,0.03182299005642714
Deaths,Global,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,0.659512533948295,1.4192315671274822,0.19031625419874684
Deaths,Global,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,51866.69584519973,92689.48001758718,17815.90770904628
Deaths,Global,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.1624817169857676,0.2855464773210969,0.05698389593119476
Deaths,Global,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,0.9694985517076926,1.7325629707315702,0.3330171016258574
Deaths,Global,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,9398.499666769518,12589.17989305462,6604.102388650202
Deaths,Global,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.029600940531567015,0.04228472267331089,0.02077363091305015
Deaths,Global,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,0.17567789246404414,0.2353184731476137,0.12344468057566196
Deaths,East Asia,Both,All Ages,Esophageal cancer,Smoking,Number,1990,76973.98278367167,92684.2936867721,49275.0751412177
Deaths,East Asia,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.4299689212464439,0.48012336186600485,0.3787926187265812
Deaths,East Asia,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,6.282893223228273,7.5652252832088935,4.022008794177831
Deaths,East Asia,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,34440.75064480427,47244.76842542261,21296.94867710583
Deaths,East Asia,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.19233400363606987,0.2456877476578393,0.1431564127259926
Deaths,East Asia,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,2.8111778941889085,3.856287860370964,1.738333521014227
Deaths,East Asia,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,11987.375527564931,32688.828777497325,1983.638746114136
Deaths,East Asia,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.06714338219819566,0.1796389549486449,0.011753738052896638
Deaths,East Asia,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,0.978452689372943,2.668179732606666,0.16191172633381362
Deaths,East Asia,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,31105.865127010158,56128.38879859598,9699.07208442858
Deaths,East Asia,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.17372010288718812,0.299531663560166,0.0568369998909731
Deaths,East Asia,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,2.5389725481452157,4.581400894955728,0.791673135091894
Deaths,East Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,1115.2390103301873,1775.3891970307861,592.2277838203074
Deaths,East Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.006220167736533504,0.009426367841545215,0.003689692566963879
Deaths,East Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,0.09102981769795705,0.14491364940757107,0.04833976098169905
Deaths,Global,Both,All Ages,Esophageal cancer,Smoking,Number,1990,134682.33089807423,152926.98130089534,105311.44700126821
Deaths,Global,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.4217917816795896,0.4582825922618509,0.38293087352681743
Deaths,Global,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,2.5174984181758706,2.858529630087654,1.9684943041425769
Deaths,Central Latin America,Both,All Ages,Esophageal cancer,Smoking,Number,1990,662.8648078467996,748.3067643011207,568.7006690587998
Deaths,Central Latin America,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.3302054240237904,0.3723388518667935,0.2853336495055105
Deaths,Central Latin America,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,0.40388244659952066,0.45594209135138897,0.34650839037352665
Deaths,Central Latin America,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,363.699116683245,457.33093246671814,268.540029290999
Deaths,Central Latin America,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.18121377317753457,0.22894108354799989,0.13374389825960387
Deaths,Central Latin America,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,0.22160127877246172,0.2786509914597654,0.1636210019841965
Deaths,Central Latin America,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,397.7004566649939,752.4054554194859,129.53160182443483
Deaths,Central Latin America,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.19812279164483657,0.37672017413476483,0.06428170245022705
Deaths,Central Latin America,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,0.24231823978310693,0.4584394171667664,0.07892339378635196
Deaths,Central Latin America,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,135.90975240854388,398.852659848774,18.05901132252519
Deaths,Central Latin America,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.06775606666225542,0.19960232381949597,0.008906790040708804
Deaths,Central Latin America,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,0.08280959053747801,0.24302027530428116,0.011003326153039047
Deaths,Central Latin America,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,15.205651245785278,21.949722874865138,9.290176155276963
Deaths,Central Latin America,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.007572356280334909,0.01095707844395423,0.004649768417704217
Deaths,Central Latin America,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,0.009264778510773097,0.013373930357954462,0.005660489183491189
Deaths,Tropical Latin America,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,54.90841080458283,82.213715756839,33.80630561176843
Deaths,Tropical Latin America,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.008845178662778286,0.013138503009231303,0.005405288362190305
Deaths,Tropical Latin America,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,0.035915777718639456,0.053776270288623834,0.022112819148270284
Deaths,High-income Asia Pacific,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,99.96435887895949,156.5018782427774,55.419835544542714
Deaths,High-income Asia Pacific,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.009863282283998702,0.0154353967517452,0.005519601965653711
Deaths,High-income Asia Pacific,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,0.05761297375315323,0.09019753344727452,0.031940399222665804
Deaths,North Africa and Middle East,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,879.6902959058804,1643.679571760933,259.62288449436966
Deaths,North Africa and Middle East,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.1987598449223471,0.36982745248786025,0.06310376328745032
Deaths,North Africa and Middle East,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,0.2549622799191134,0.4763907173047609,0.07524698505591268
Deaths,North Africa and Middle East,Both,All Ages,Esophageal cancer,Smoking,Number,1990,1354.2747160230406,1634.7720126685454,981.6870184346346
Deaths,North Africa and Middle East,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.3054454768270403,0.3467596795415302,0.2700162424897951
Deaths,North Africa and Middle East,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,0.39251196795171683,0.47380902283196846,0.28452418033024507
Deaths,Central Asia,Both,All Ages,Esophageal cancer,Smoking,Number,1990,2055.15952017697,2258.51629365649,1855.9805788043577
Deaths,Central Asia,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.3103719855632053,0.339743106653229,0.28082927044224865
Deaths,Central Asia,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,2.9670446869046665,3.2606319381008766,2.679488994054108
Deaths,Central Asia,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,1087.917250361604,1413.550213252037,773.986573341968
Deaths,Central Asia,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.164353053246066,0.21450006114316048,0.11621502069586881
Deaths,Central Asia,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,1.5706318978097535,2.040749931441458,1.1174085162849476
Deaths,Central Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,118.16212463606543,174.18610393717498,68.83340501361991
Deaths,Central Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.01784741636706091,0.02619168543638752,0.010477877182150337
Deaths,Central Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,0.17059128532495385,0.2514734010403802,0.09937515147711329
Deaths,Southern Latin America,Both,All Ages,Esophageal cancer,Smoking,Number,1990,1390.3657710637417,1556.0616583985707,1221.604050041948
Deaths,Southern Latin America,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.39242434228597217,0.4373042779742996,0.3476910838160748
Deaths,Southern Latin America,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,2.8064199074864127,3.1408730754821383,2.4657784278454997
Deaths,Southern Latin America,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,1259.0762159048106,1507.4586582425793,984.2288358308565
Deaths,Southern Latin America,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.35533671601342065,0.4267047427580756,0.280197365317975
Deaths,Southern Latin America,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,2.5414150944283564,3.0427690872798228,1.986642260535957
Deaths,Southern Latin America,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,661.8928101260651,1285.9551763182408,205.54762274308297
Deaths,Southern Latin America,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.18678147149642052,0.36659815002931334,0.057656310381674805
Deaths,Southern Latin America,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,1.3360147362796044,2.59566963029706,0.4148929385404503
Deaths,Oceania,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,1.5035026014518447,2.384363127856177,0.8359960748912743
Deaths,Oceania,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.0237276019470574,0.03478334255760102,0.014084042261520652
Deaths,Oceania,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,0.02323871868023907,0.03685364023067123,0.012921479206901539
Deaths,Caribbean,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,4.45158043808802,6.372417954812641,2.787165043211151
Deaths,Caribbean,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.004353559804822877,0.006179423377396015,0.002734117808989421
Deaths,Caribbean,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,0.012620070362309992,0.018065575605396456,0.007901512607913923
Deaths,Australasia,Both,All Ages,Esophageal cancer,Smoking,Number,1990,424.23036569417025,474.76807375810705,371.946067249686
Deaths,Australasia,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.4176930954547296,0.46560350710144444,0.3733702529557811
Deaths,Australasia,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,2.0921177772602357,2.341347549602304,1.8342745885288068
Deaths,Australasia,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,371.61369707256046,445.2933423360809,290.9199222594982
Deaths,Australasia,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.3659479814246154,0.43999160020517863,0.2856718995738456
Deaths,Australasia,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,1.8326354848426352,2.195991124002996,1.4346892404138576
Deaths,Australasia,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,248.66492856045,448.9488883052433,82.59595630868677
Deaths,Australasia,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.24482092652903187,0.4402658281252644,0.08389659675931428
Deaths,Australasia,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,1.2263061762945682,2.214018670652474,0.407326967838474
Deaths,Central Europe,Both,All Ages,Esophageal cancer,Smoking,Number,1990,2161.9055819899318,2340.5848540615993,1963.4523056675048
Deaths,Central Europe,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.4994634819080635,0.5401319780390146,0.45510975607914517
Deaths,Central Europe,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,1.7581217727968308,1.903428728472266,1.5967340466667315
Deaths,Central Europe,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,1496.652420124637,1790.4127247327767,1182.4078256304251
Deaths,Central Europe,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.34578297665332647,0.41316041994017666,0.2718813797373515
Deaths,Central Europe,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,1.217119391360381,1.4560134447443476,0.9615669434799077
Deaths,Central Europe,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,1213.453951659197,2126.0749235037315,406.55439247804304
Deaths,Central Europe,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.28038583134859085,0.49204772616047,0.09355281676902281
Deaths,Central Europe,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,0.9868145170034188,1.7289832843526443,0.33062134405699706
Deaths,North Africa and Middle East,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,309.89387553108094,761.4841816287466,66.55844455584304
Deaths,North Africa and Middle East,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.0692768505804621,0.16595420797652977,0.01579840867619325
Deaths,North Africa and Middle East,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,0.08981712019115867,0.22070238125166045,0.019290758180244037
Deaths,North Africa and Middle East,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,119.10304598575865,183.58547866657335,62.132168679326114
Deaths,North Africa and Middle East,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.026625399962881623,0.038398082665633056,0.01649546869032098
Deaths,North Africa and Middle East,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,0.03451985805819218,0.053208921842965676,0.018007882383750683
Deaths,Central Europe,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,487.00768143246955,1109.0512193758018,117.17272958563751
Deaths,Central Europe,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.11254528871072575,0.25543189013961354,0.026753708065040755
Deaths,Central Europe,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,0.3960481971916732,0.9019113101769828,0.09528812394893205
Deaths,Central Europe,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,17.19174822862924,24.873048256043234,10.438135432011668
Deaths,Central Europe,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.003971637430159806,0.00574525349025821,0.0023837613777155466
Deaths,Central Europe,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,0.013980808007985986,0.020227454917122054,0.008488582167187002
Deaths,Southeast Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,486.3375746793036,662.3743100340272,329.63900411877614
Deaths,Southeast Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.06770162002591713,0.09033381573342561,0.046542548295133095
Deaths,Southeast Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,0.10418764964623035,0.14189983694760885,0.0706182595360976
Deaths,North Africa and Middle East,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,121.5579549385032,172.80858547852293,71.7088338782356
Deaths,North Africa and Middle East,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.027360380549253487,0.03748181762948762,0.01815684717170626
Deaths,North Africa and Middle East,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,0.03523136890069954,0.05008543478114627,0.020783505127913857
Deaths,Australasia,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,107.85870262801882,258.6730278673122,21.084244015167222
Deaths,Australasia,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.10628510935421073,0.2565453217243785,0.02111061919566935
Deaths,Australasia,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,0.531911733454219,1.275661725000307,0.10397822808380415
Deaths,Australasia,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,8.129202687264517,12.448520056202705,4.676306537459656
Deaths,Australasia,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.008001282766117217,0.01226680754423486,0.004614616272045761
Deaths,Australasia,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,0.040089656074356564,0.06139063163841825,0.023061489299402244
Deaths,Southeast Asia,Both,All Ages,Esophageal cancer,Smoking,Number,1990,2815.093031005998,3326.6994276435867,2307.0522947530367
Deaths,Southeast Asia,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.3919925568567413,0.43638999145167656,0.34254427372945057
Deaths,Southeast Asia,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,0.6030747811937035,0.7126757472403759,0.49423768327948175
Deaths,Southeast Asia,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,681.8879561339796,940.4386899478586,428.225492001878
Deaths,Southeast Asia,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.09499129735368518,0.12941928373662198,0.062065089280088095
Deaths,Southeast Asia,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,0.14608022733698584,0.20146931235296342,0.09173835182218115
Deaths,Southeast Asia,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,456.6724527662679,1117.1678538242104,104.4300010984435
